"name","description","createdAt","labels","embedCode","source","duration"
"'Merica - Week 1","We ask God to change the government, the economy, and the nation, but what if we asked God to change us?","2015-07-07T01:32:12Z","Sermons,2015","tlbW0ydjqVQEMY9MusoOOLnhGMH8S5UH","http://cms.ooyala.com/tlbW0ydjqVQEMY9MusoOOLnhGMH8S5UH%2F0000000000000-0002487972163?Signature=bWEON2fJnIPJfIj%2FvuZtRGZNyu4%3D&Expires=1518552137&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",5216950
"Without A Doubt - Week 7  ","If you follow Jesus, the way you see people will change. We are all united under God's grace.","2015-06-29T19:55:08Z","Sermons,2015","tjbWV4dTqVGLdvjllPjcAr4GjpkaudF-","http://cms.ooyala.com/tjbWV4dTqVGLdvjllPjcAr4GjpkaudF-%2F0000000000000-0001912220456?Signature=RwcFzROua6wJBvnlNXL5hUlmp%2Bs%3D&Expires=1518552137&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",4010877
"Perry_SpeakingAboutSunday.MOV",,"2015-06-25T14:19:25Z","","FhMjJ2dTqrOJGZNlkSpgBGYGPL3sUrQY","http://cms.ooyala.com/FhMjJ2dTqrOJGZNlkSpgBGYGPL3sUrQY%2F0000000000000-0000012806907?Signature=MPk%2FshAYczX%2BfWecEQ6o0uc5E3w%3D&Expires=1518552137&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",132300
"FKSO Freedom Night ","","2015-06-25T01:44:23Z","","VodG51dTqhXSJx4Qzg2t1WJDBbfnjd6X","http://cms.ooyala.com/VodG51dTqhXSJx4Qzg2t1WJDBbfnjd6X%2F0000000000000-0001086103318?Signature=uwB6xVAr7Qtgo2cQOdIDLmfjgCg%3D&Expires=1518552138&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",2372038
"Tuesday All Staff - Jason Wilson","","2015-06-24T21:11:34Z","","t3dml1dTrXCfpGYmwCJVFcOrK85EYnmz","http://cms.ooyala.com/t3dml1dTrXCfpGYmwCJVFcOrK85EYnmz%2F0000000000000-0000408340628?Signature=pHkab1JvSkQPIsP0DOLS4%2FPy6%2Fs%3D&Expires=1518552138&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",849282
"'Meria T","","2015-06-23T17:22:05Z","Sunday Trailers","wzMHB0dTo9bijInfvAb9vWCSkTOlKpXv","http://cms.ooyala.com/wzMHB0dTo9bijInfvAb9vWCSkTOlKpXv%2F0000000000000-0000084248783?Signature=R6gaH0U70gk3ZtDZWAut15iMuoI%3D&Expires=1518552138&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",65732
"Fuse Live - Promo ","","2015-06-22T20:33:43Z","","s4bzZ0dTqaKoEF13ivTIg1NRGx5DXE3w","http://cms.ooyala.com/s4bzZ0dTqaKoEF13ivTIg1NRGx5DXE3w%2F0000000000000-0000056942296?Signature=OX4NY7PKB3ZifdqDb6m8zHQkTv0%3D&Expires=1518552138&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",45458
"Without A Doubt - Week 6 ","If we really want to be like Jesus, we have to serve and suffer like Jesus. We can be stronger by embracing our weakness for God’s glory.","2015-06-22T19:56:15Z","Sermons,2015","8xeTV0dTqBwZZJnMJ6mLaRofj6t3pgd_","http://cms.ooyala.com/8xeTV0dTqBwZZJnMJ6mLaRofj6t3pgd_%2F0000000000000-0002292428469?Signature=NDpkh5S6XNzESNm3gWYXnilYixw%3D&Expires=1518552138&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",4886853
"Freedom Night 2 - Promo ","","2015-06-18T18:54:38Z","","JtM2VxdTpKri0Ror254IiUdHXw-mojmi","http://cms.ooyala.com/JtM2VxdTpKri0Ror254IiUdHXw-mojmi%2F0000000000000-0000013616798?Signature=Fam9l8pW5LR2xTikLFzy2pGSM1w%3D&Expires=1518552138&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",15000
"GauntletX_Parents_v2_h264.mov",,"2015-06-18T15:19:12Z","","94czhxdToh2DqcEFp3XKj-J4Ivvgy23C","http://cms.ooyala.com/94czhxdToh2DqcEFp3XKj-J4Ivvgy23C%2F0000000000000-0000576419515?Signature=JDPvtL9phLO8l7v%2FHGLXZb8VTp8%3D&Expires=1518552138&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",453375
"FUSE Undefeated - Week 4","Being a champion is knowing the failure is success in progress. Don't worry about the mistakes you've made; just keep walking.","2015-06-18T01:17:27Z","Fuse Sermons,2015","A4cnRwdTpRk6wFRZi5SaUpgjkl392_36","http://cms.ooyala.com/A4cnRwdTpRk6wFRZi5SaUpgjkl392_36%2F0000000000000-0000810482643?Signature=uNPHNYLsyhqtJEHiTyE%2BQNIz9IY%3D&Expires=1518552138&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",1783216
"150616_TuesdayAllStaff-NS 720p.mp4",,"2015-06-16T14:17:22Z","","E3bHRvdTrxGGXNQe-g16Ya2Sa0mD9zWJ","http://cms.ooyala.com/E3bHRvdTrxGGXNQe-g16Ya2Sa0mD9zWJ%2F0000000000000-0000583555142?Signature=Sgf4so7f4oFKF0gw4M5WKHuHJ6Q%3D&Expires=1518552138&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",1234100
"Without A Doubt - Week 5","Our goal as followers of Jesus is to become more like Him. The closer you get to Jesus, the more your life is changed for the better.","2015-06-15T20:37:04Z","Sermons,2015","tpYjRvdTpyA3oTGrAjz1dXRCi3vTqMQQ","http://cms.ooyala.com/tpYjRvdTpyA3oTGrAjz1dXRCi3vTqMQQ%2F0000000000000-0002046212810?Signature=9zrwYDqDlnmPQ4s0W%2B5eUnRxvc0%3D&Expires=1518552138&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",4287420
"150615_MondayAllStaff-NS 720p.mp4",,"2015-06-15T19:58:44Z","","Q0dDJvdTpWwqXy6jUOhyyGH1VrGPmbpO","http://cms.ooyala.com/Q0dDJvdTpWwqXy6jUOhyyGH1VrGPmbpO%2F0000000000000-0000528069809?Signature=e%2Bogy03sHAXXUWPCQoJwWGWXdro%3D&Expires=1518552138&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",1117117
"FUSE Undefeated - Week 3","Following your own desires in life will only leave you feeling empty. The only way to find freedom is to be found in Christ.","2015-06-11T02:33:38Z","Fuse Sermons,2015","BmNWNsdTrFlY5uTSvt7dVF5oNTD6fUvG","http://cms.ooyala.com/BmNWNsdTrFlY5uTSvt7dVF5oNTD6fUvG%2F0000000000000-0001477205741?Signature=Xum2IAWPEtmBUkO3omYbbom13hY%3D&Expires=1518552138&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",3084451
"8558_CEN_CoachingVideos_QA_Lesson1_h264.mov",,"2015-06-10T15:15:41Z","","JtZzBsdTodoEvUFi8RnGPKRsawl3DsOA","http://cms.ooyala.com/JtZzBsdTodoEvUFi8RnGPKRsawl3DsOA%2F0000000000000-0001577216853?Signature=%2B%2FP4N3uDC0eL3%2BTeXawNDyhvK5Q%3D&Expires=1518552138&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",1265265
"8558_CEN_CoachingVideos_QA_Lesson2_h264.mov",,"2015-06-10T15:14:55Z","","M4ZzBsdToQHY9waTuOj-2dBbTFh4SFhh","http://cms.ooyala.com/M4ZzBsdToQHY9waTuOj-2dBbTFh4SFhh%2F0000000000000-0001337517414?Signature=m%2Fuj%2FKGkLei7r1tOhnkMAzA2fYI%3D&Expires=1518552139&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",1055555
"150609_TuesdayAllStaff-NS 720p.mp4",,"2015-06-09T14:15:57Z","","lveGVrdTqRNDv_PLuAhDox-X5ry9hBsd","http://cms.ooyala.com/lveGVrdTqRNDv_PLuAhDox-X5ry9hBsd%2F0000000000000-0000478958910?Signature=yIb2f3xjGP6FWxlX1N9fiHLRwDg%3D&Expires=1518552139&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",994861
"Without A Doubt - Week 4","The world is out of control, but we know the God who is in control. When you can’t see the hands of God, you must trust the heart of God.","2015-06-08T23:41:41Z","Sermons,2015","BjbzVrdToKJdRTv6C1scgH4rrPBzxlxI","http://cms.ooyala.com/BjbzVrdToKJdRTv6C1scgH4rrPBzxlxI%2F0000000000000-0002434087331?Signature=50Qt8PWeIUC45QWNJqnCzHacx%2FA%3D&Expires=1518552139&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",5127327
"FUSE Undefeated - Week 2","Living a championship lifestyle means making a commitment to Jesus, even when things get difficult.","2015-06-04T02:21:06Z","Fuse Sermons,2015","UwZGpodToyyqAQ-lgPZTnXgPpQ6K1izN","http://cms.ooyala.com/UwZGpodToyyqAQ-lgPZTnXgPpQ6K1izN%2F0000000000000-0001260052058?Signature=qSm2%2F9%2BesPG%2FTR5pMbUyVEc858A%3D&Expires=1518552139&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",2655522
"150602_TuesdayAllStaff-NS 720p.mp4",,"2015-06-03T15:45:30Z","","9rMDhodTr7uU7j2YYp6xgehU269nSEw0","http://cms.ooyala.com/9rMDhodTr7uU7j2YYp6xgehU269nSEw0%2F0000000000000-0000701009518?Signature=1eLhYrXxITtPE99W%2Bqy8h%2Fl2dhU%3D&Expires=1518552139&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",1462862
"150601_MondayAllStaff-NS 720p.mp4",,"2015-06-03T15:40:28Z","","o4djdodTr_SdZIsuGnJIXP9pNu-fOxHT","http://cms.ooyala.com/o4djdodTr_SdZIsuGnJIXP9pNu-fOxHT%2F0000000000000-0000622508862?Signature=jvL05ksmdLaG%2BHDf2e5QE4CujbQ%3D&Expires=1518552139&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",1297330
"Without A Doubt - Week 3 ","Droughts teach us to depend on God rather than depend on what He’s given us. If you put God first, He will make sure there is always enough.","2015-06-01T21:29:29Z","Sermons,2015","83NjZndToDkJX90jxJcXFQgE-ixTyQoz","http://cms.ooyala.com/83NjZndToDkJX90jxJcXFQgE-ixTyQoz%2F0000000000000-0002176989327?Signature=2TJB%2FPTorNjqEz6km%2Fi9l%2BybgSc%3D&Expires=1518552139&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",4642542
"FUSE Undefeated - Week 1","Because of Jesus, we now have victory over sin and death. He is our ultimate prize. \n\n","2015-05-28T02:25:22Z","Fuse Sermons,2015","h3cXBjdToeEtUVxqUcje1ErgrmExkc8B","http://cms.ooyala.com/h3cXBjdToeEtUVxqUcje1ErgrmExkc8B%2F0000000000000-0001292235634?Signature=hPhXQ9Kzow3%2BwuyFcpi6EBd5Pbc%3D&Expires=1518552139&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",2714014
"6383_SPA WYCE V4 (Shane Knight)_h264.mov",,"2015-05-27T21:04:50Z","","s2NzRjdTqNr_abhf9Ni2uayxTTIW8TVu","http://cms.ooyala.com/s2NzRjdTqNr_abhf9Ni2uayxTTIW8TVu%2F0000000000000-0000089171600?Signature=Rg0wf3zZVpmmNDtY6Zf6lIRsL1U%3D&Expires=1518552139&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",70375
"6383_GVL WYCE V4 (Matt Webber)_h264.mov",,"2015-05-27T21:04:36Z","","poNjRjdTqFOf153O4PCowmHU2KVxSbjX","http://cms.ooyala.com/poNjRjdTqFOf153O4PCowmHU2KVxSbjX%2F0000000000000-0000086387055?Signature=M26zSNhofK6tmouT835OpLc%2BjQg%3D&Expires=1518552139&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",67291
"150526_TuesdayAllStaff-NS 720p.mp4",,"2015-05-26T13:31:24Z","","pjaXBhdTqE26no0DKTt6f9jqgnZFdA_l","http://cms.ooyala.com/pjaXBhdTqE26no0DKTt6f9jqgnZFdA_l%2F0000000000000-0000196979995?Signature=BbTsRUDGZmXhOU65H59dFlpWhoE%3D&Expires=1518552139&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",405905
"Without A Doubt - Week 2","Grace isn't easy, but it’s the only thing that can change someone forever. We don’t have to wonder if Jesus can save our friends and family members. Jesus can and He wants to.","2015-05-25T04:34:19Z","Sermons,2015","F4NHA5dTp8myAF74XvxHv-uIYGtexMt8","http://cms.ooyala.com/F4NHA5dTp8myAF74XvxHv-uIYGtexMt8%2F0000000000000-0002140537968?Signature=rsMhpQgduz3kyiDx7tk0dzDUR%2FQ%3D&Expires=1518552139&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",4461795
"FSKO 2015 - Throwback Thursday","Robert Madu spoke on #ThrowbackThursday on how to keep moving forward.\n\n","2015-05-22T02:47:21Z","Fuse Sermons,2015","pjbjQ4dTqKkJhMZvS_bu_pyA0a4lh40-","http://cms.ooyala.com/pjbjQ4dTqKkJhMZvS_bu_pyA0a4lh40-%2F0000000000000-0001494422831?Signature=YiaMuN1gK3U8aKvk9HxGpITtjnM%3D&Expires=1518552139&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",3177777
"FSKO 2015 - White Out Wednesday","Dan Lian spoke on #WhiteOutWednesday about clearing up some misunderstandings.\n\n","2015-05-21T03:03:33Z","Fuse Sermons,2015","R3amY3dTqWeBSV1zI5UATJs9iqjkFNCH","http://cms.ooyala.com/R3amY3dTqWeBSV1zI5UATJs9iqjkFNCH%2F0000000000000-0001541447698?Signature=m2eiv7JQc5KZyIaRjCqg%2BjhhetU%3D&Expires=1518552139&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",3215982
"FSKO 2015 - Too Fresh Tuesday","Rich Wilkerson Jr. spoke on #TooFreshTuesday about going through a storm with Jesus in your boat.\n\n","2015-05-20T04:01:58Z","Fuse Sermons,2015","UzMnE2dTol0-flQqQ9ARgqadJ1MtsOw2","http://cms.ooyala.com/UzMnE2dTol0-flQqQ9ARgqadJ1MtsOw2%2F0000000000000-0001556762817?Signature=68quSFHCjMsc5bKW75Iqbi%2Bd60s%3D&Expires=1518552139&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",3262462
"150519_TuesdayAllStaff-NS 720p.mp4",,"2015-05-19T13:49:35Z","","k0MTg2dTqD49tYxpzBOKX87c8MLpNBDp","http://cms.ooyala.com/k0MTg2dTqD49tYxpzBOKX87c8MLpNBDp%2F0000000000000-0000362617965?Signature=LhQuB%2FEM1zloDqIFzP9Dcbew%2BX0%3D&Expires=1518552139&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",754788
"8339_Undefeated_Promo_422_Ooyala-h264.mov",,"2015-05-18T20:07:24Z","","dmcnE1dToAjZHCN8GC1Rvs9yIHHtySyM","http://cms.ooyala.com/dmcnE1dToAjZHCN8GC1Rvs9yIHHtySyM%2F0000000000000-0000167912896?Signature=9MncUgiXVTYMCVhUrGNmne%2Bswpk%3D&Expires=1518552139&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",99808
"Without A Doubt - Week 1","God does not abandon us during storms in our life. We may want God to change our circumstances, but He wants to change us.","2015-05-18T19:38:56Z","Sermons,2015","plOHE1dToNO-d22ujidoaSHapsQVdNwS","http://cms.ooyala.com/plOHE1dToNO-d22ujidoaSHapsQVdNwS%2F0000000000000-0001907959587?Signature=XjuWy%2BJV5BnRMq1fuUS2JXMKaS4%3D&Expires=1518552139&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",4016616
"WithoutaDoubtPromo-V2-h264.mov",,"2015-05-18T14:49:04Z","Sunday Trailers","BvNms1dTpXCBKsYeQfOsCX6o49c05bqH","http://cms.ooyala.com/BvNms1dTpXCBKsYeQfOsCX6o49c05bqH%2F0000000000000-0000120981379?Signature=uWuTlVqQdplwTngwL%2Fu8HraS9hY%3D&Expires=1518552139&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",65291
"CWD_KS Next Week Promo.mp4",,"2015-05-14T17:39:00Z","","VqeW0ydTqv1EISPwSh29S6CbsIS8H7hM","http://cms.ooyala.com/VqeW0ydTqv1EISPwSh29S6CbsIS8H7hM%2F0000000000000-0000035591330?Signature=hggqvvt0DoHgCaa6m8r4c4zxcPY%3D&Expires=1518552140&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",26568
"FUSE That's What He Said - Week 5","Many times in Scripture Jesus called His disciples to action. Don't just talk about Jesus—BE about Jesus.\n\n","2015-05-14T02:15:11Z","Fuse Sermons,2015","FndmEydToAF4noV8sxA0CMVDlFkQMHFJ","http://cms.ooyala.com/FndmEydToAF4noV8sxA0CMVDlFkQMHFJ%2F0000000000000-0001264565566?Signature=19tPtwLQwTvINCqyTHwkjU6atRU%3D&Expires=1518552140&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",2611144
"150512_TuesadyAllStaff-NS 720p.mp4",,"2015-05-12T13:53:54Z","All Staff","1ncWExdTrYRcf-6DR2qWy3mZii_YnA5J","http://cms.ooyala.com/1ncWExdTrYRcf-6DR2qWy3mZii_YnA5J%2F0000000000000-0000403467854?Signature=AKd9NOUrm4Z6u3trw04p%2Be2OH%2Fk%3D&Expires=1518552140&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",839205
"8423_CEN_WorshipTrackPromos_CarlandLee_V1_h264.mov",,"2015-05-11T14:57:09Z","","5mY28wdTpLabq7P-7jAEclwFjAaDOIAm","http://cms.ooyala.com/5mY28wdTpLabq7P-7jAEclwFjAaDOIAm%2F0000000000000-0000088346287?Signature=U2n6WF9N4hVUoCA4hNzOk%2FI3L5Q%3D&Expires=1518552140&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",68902
"Mother's Day - Mama's Matter - Perry ","","2015-05-11T05:01:24Z","","9mb2cwdTrhswYDRvGSufsU1SQ1K8bWo1","http://cms.ooyala.com/9mb2cwdTrhswYDRvGSufsU1SQ1K8bWo1%2F0000000000000-0002052353467?Signature=qUz2XfpFglz0a15BnuxPlSlxZCE%3D&Expires=1518552140&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",4391358
"FUSE That's What He Said - Week 4","When we trust what God says in Scripture, we don't have to worry. He is a good Father who promises to take care of us.\n\n","2015-05-07T02:17:11Z","Fuse Sermons,2015","BqazR4dDqFFEbe7vvLTFFq3KEBmzg9ed","http://cms.ooyala.com/BqazR4dDqFFEbe7vvLTFFq3KEBmzg9ed%2F0000000000000-0001129548646?Signature=Xl3YyG4LHXw%2Bm9C2rUwI%2FJ5m97w%3D&Expires=1518552140&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",2341174
"Sex -The Brokenness of Sex - Week 4","","2015-05-05T16:09:20Z","","g3YTV3dDoBFyzDc8D3BzOYOq8UZGlZc0","http://cms.ooyala.com/g3YTV3dDoBFyzDc8D3BzOYOq8UZGlZc0%2F1%2F0000000000000-0002168741072?Signature=IHxSvYHxhsZJmGzgtaNpEVUE9Mo%3D&Expires=1518552140&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",4494661
"150423_ThursdayAllStaff-NS 720p.mp4",,"2015-05-04T17:16:28Z","","djMWt2dDrKegbyVs4dA9Epcf3FCk1zHp","http://cms.ooyala.com/djMWt2dDrKegbyVs4dA9Epcf3FCk1zHp%2F0000000000000-0001242619969?Signature=ppst0QErihZd8FsXC232OJNUYKw%3D&Expires=1518552140&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",2589856
"FUSE That's What He Said - Week 3","Jesus said to love our enemies and pray for those who persecute us. Our love and forgiveness toward others is what will change the world. \n\n","2015-04-30T02:25:06Z","Fuse Sermons,2015","V1N3hzdDoe_B_Sm1Kipf95qvt7mDBc4l","http://cms.ooyala.com/V1N3hzdDoe_B_Sm1Kipf95qvt7mDBc4l%2F0000000000000-0001354069432?Signature=HLj5BMXnLQ2i7%2Fg%2BYhl56Sb4ro0%3D&Expires=1518552140&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",2846713
"Sex...It Doesn't Have To Be Grey - Week 3","If Jesus lives in us, He will not allow us to live in a continual state of sin. He didn't come to condemn us, but to set us free.","2015-04-27T21:45:45Z","Sermons,2015","R3NWdydDrjYC_QvPbM8K6_qCL5WefrQy","http://cms.ooyala.com/R3NWdydDrjYC_QvPbM8K6_qCL5WefrQy%2F0000000000000-0002225475848?Signature=F%2FkA5TQvD6IVI1cLf8%2FwYaXaQwo%3D&Expires=1518552140&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",4736202
"FUSE That's What He Said - Week 2","Sin is serious—it separates us from God. So why do we act like it's no big deal?\n\n","2015-04-23T04:11:03Z","Fuse Sermons,2015","lqcm9vdDpZlzduXcsHdH_Z5m5Q5WqIsp","http://cms.ooyala.com/lqcm9vdDpZlzduXcsHdH_Z5m5Q5WqIsp%2F0000000000000-0001083447618?Signature=eV18Ib6AmW1MWSo%2BPgbbTE8%2FAd0%3D&Expires=1518552140&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",2293626
"7673_CEN_FUSE_FSKOPromo-V1_h264.mov",,"2015-04-22T13:50:28Z","","NnZnNudDovWMSyzDLoQKFkoNIDwPzaS6","http://cms.ooyala.com/NnZnNudDovWMSyzDLoQKFkoNIDwPzaS6%2F0000000000000-0000083600737?Signature=Ma2qcf4pSdwvHwhB3brM6Yp%2B0Zk%3D&Expires=1518552140&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",64564
"Sex...It Doesn't Have to Be Grey - Week 2","God’s boundaries are God’s blessings in our lives. Our relationships will be set up for failure if we confuse fantasy with reality. ","2015-04-20T20:28:56Z","Sermons,2015","xhc29tdDplf1f4OKod-RyeO5UhgJBC4d","http://cms.ooyala.com/xhc29tdDplf1f4OKod-RyeO5UhgJBC4d%2F0000000000000-0002167203423?Signature=EoI80FPwLMEX7Vym67B1TDjp3Rg%3D&Expires=1518552140&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",4551084
"FUSE That's What He Said - Week 1","Jesus gives us a lot of warnings in Scripture. Have you heard these warnings, and do you believe them?\n\n","2015-04-16T02:20:20Z","Fuse Sermons,2015","cyeXhqdDqH0FCl6U8vzzYiS6buR3_YRL","http://cms.ooyala.com/cyeXhqdDqH0FCl6U8vzzYiS6buR3_YRL%2F0000000000000-0001048349753?Signature=Zx%2F9neh3KiKCDpRvQCxvzy0LWDk%3D&Expires=1518552140&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",2158558
"150414_TuesdayAllStaff-NS 720p.mp4",,"2015-04-15T17:11:47Z","All Staff","s5b29qdDoldY1AETwIxJW2_Rjxeur0MY","http://cms.ooyala.com/s5b29qdDoldY1AETwIxJW2_Rjxeur0MY%2F0000000000000-0000512033965?Signature=GEoy6FK3vn8rEogR3uzf13810xI%3D&Expires=1518552140&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",1070437
"Sex...It Doesn't Have To Be Grey - Week 1","God's thoughts are higher than our thoughts, and His ways higher than our ways. He created sex in a way that is to be celebrated and not regretted.","2015-04-13T22:29:25Z","Sermons,2015","ZyeGtpdDo7Id6oU5t79fW7LJB9SFXyQA","http://cms.ooyala.com/ZyeGtpdDo7Id6oU5t79fW7LJB9SFXyQA%2F1%2F0000000000000-0002158801332?Signature=Sbv%2FIoRCmYZZJxDldaxTyT76ywQ%3D&Expires=1518552140&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",4545278
"7771_CEN_NSC_HostHomeOpportunity_V1_h264.mov",,"2015-04-09T13:30:50Z","","xrdHdmdDpVnkUuiJiFuD6gTLK53CYDrk","http://cms.ooyala.com/xrdHdmdDpVnkUuiJiFuD6gTLK53CYDrk%2F0000000000000-0000066621142?Signature=OorDJIFBQeJrKJfjyUWp4WIssoQ%3D&Expires=1518552140&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",55416
"7892_CEN_FUSE_ThatsWhatHeSaidPromo_h264.mov",,"2015-04-09T13:27:37Z","","h0cXdmdDpwbdr5fcZw7LENVgP554wWt7","http://cms.ooyala.com/h0cXdmdDpwbdr5fcZw7LENVgP554wWt7%2F0000000000000-0000067706407?Signature=SWSh2lE8GFUKL%2Fvtl9uF1vZ2RpE%3D&Expires=1518552140&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",53625
"FUSE Watch the Throne - Week 5","Jesus is the one true King; the one we've been anticipating.\n\n","2015-04-09T02:24:15Z","Fuse Sermons,2015","psZmpmdDrx-zeDbY53jdMaSzZGnCKFvO","http://cms.ooyala.com/psZmpmdDrx-zeDbY53jdMaSzZGnCKFvO%2F0000000000000-0001291971028?Signature=SNwHzFmIBPs6TqmjgE4LKvlmDeo%3D&Expires=1518552140&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",2676743
"150407_TuesdayAllStaff-NS 720p.mp4",,"2015-04-08T21:09:58Z","","11YTdmdDocuckA-_9ZSUsvp4S5qA4ZSw","http://cms.ooyala.com/11YTdmdDocuckA-_9ZSUsvp4S5qA4ZSw%2F0000000000000-0000374800383?Signature=1F49YzuUqqjX4KGZF7ksdORI7NE%3D&Expires=1518552141&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",792992
"8112_CEN_SUN_FskoHype_h264_V2.mov",,"2015-04-06T18:49:19Z","","hvNmZkdDpC_wttEw5a_QbQd-6kccEQ-b","http://cms.ooyala.com/hvNmZkdDpC_wttEw5a_QbQd-6kccEQ-b%2F0000000000000-0000054241567?Signature=eB%2BGpboCbCW7MBbDcyzCc4JrnQA%3D&Expires=1518552140&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",41791
"Easter At NewSpring - Stand Alone","God meets us right where we are and brings us where we need to be. Check out Pastor Perry Noble's sermon from Easter on dealing with spiritual darkness and doubt.","2015-04-06T16:58:25Z","Sermons,2015","M1ZGRkdDp_CMqV_42uB5bCqLuGeZfc1y","http://cms.ooyala.com/M1ZGRkdDp_CMqV_42uB5bCqLuGeZfc1y%2F0000000000000-0002325609632?Signature=v1zK0e8MA%2BBcPSVJWOhFfcHoaSI%3D&Expires=1518552141&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",4856856
"FUSE Watch The Throne - Week 4","Solomon resembled Jesus in many ways, but kings like these always fall short and leave us wanting a better king: King Jesus.\n\n","2015-04-02T02:44:43Z","Fuse Sermons,2015","VyMTNidDpjuyrWjRNwOb11H6n2XSyLek","http://cms.ooyala.com/VyMTNidDpjuyrWjRNwOb11H6n2XSyLek%2F0000000000000-0001390397022?Signature=W%2FtGBBss0XtxoruyTtCUB6KLXEY%3D&Expires=1518552141&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",2899766
"Sex... It Doesn't Have To Be Grey","","2015-04-01T18:25:13Z","Sunday Trailers","c2cnRhdDrtJIpm_mMX3k2d4ZaJ3_5_Qf","http://cms.ooyala.com/c2cnRhdDrtJIpm_mMX3k2d4ZaJ3_5_Qf%2F0000000000000-0000083277515?Signature=bGkh%2FNsdNuJJKDheDuRnPHlgp14%3D&Expires=1518552141&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",73041
"150331_TuesdayAllStaff-NS 720p.mp4",,"2015-04-01T16:04:12Z","","ZxMXJhdDrT2NWAw1kQ_2mnl_svkafL4L","http://cms.ooyala.com/ZxMXJhdDrT2NWAw1kQ_2mnl_svkafL4L%2F0000000000000-0000259646082?Signature=BwHz%2B72nDYYmqHnuVOHT9prZwxs%3D&Expires=1518552141&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",558191
